"","amazement","solemnity","tenderness","nostalgia","calmness","power","joyful_activation","tension","sadness","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144"
"40",0.294117647059,0.294117647059,0,0.0588235294118,0,0.470588235294,0.588235294118,0.352941176471,0,168.70348223,14.4642659461,-11.9107109605,6.82010756808,-13.789695729,11.6772885628,-14.8453426587,11.061537345,-16.9106788579,13.9478282119,-7.08102130377,19.8952676395,170.87132935,13.5817884134,-15.521177021,6.87346581458,-15.9466080862,15.8149013141,-15.1443856366,14.1555111855,-17.6263176332,17.8589642329,-10.1690932714,15.3749631644,168.431953028,14.0876902836,-13.6211234174,7.35789274302,-14.5216141211,14.2311300758,-14.5529732033,15.8315283581,-18.7448080247,13.4347423383,-14.8189444535,16.2851951383,171.758549411,12.4626629051,-12.8381254909,6.86732805992,-13.6390724694,12.3501527308,-14.2320355927,13.262000483,-14.2163796325,15.9090737124,-14.2916828395,9.90627121771,171.226221381,13.1433827537,-13.3689005841,9.56794036542,-14.1885031624,12.2507260293,-16.105195004,15.4181400832,-14.0282054267,14.8677406535,-14.6003972143,8.28275291891,170.584774203,12.8762016856,-13.8496777289,9.73086105661,-15.054398699,14.8945169405,-16.5452571866,14.6320529446,-16.88206933,20.8565096189,-9.45031603316,14.6291460555,141.321485213,12.7716814672,-7.99998769167,8.56726716764,-7.0735662497,12.2370000493,-9.49095222777,10.2297505686,-9.9151468082,12.62640276,-8.19262976449,7.82529117489,168.70348223,14.4642659461,-11.9107109605,6.82010756808,-13.789695729,11.6772885628,-14.8453426587,11.061537345,-16.9106788579,13.9478282119,-7.08102130377,19.8952676395,170.87132935,13.5817884134,-15.521177021,6.87346581458,-15.9466080862,15.8149013141,-15.1443856366,14.1555111855,-17.6263176332,17.8589642329,-10.1690932714,15.3749631644,168.431953028,14.0876902836,-13.6211234174,7.35789274302,-14.5216141211,14.2311300758,-14.5529732033,15.8315283581,-18.7448080247,13.4347423383,-14.8189444535,16.2851951383,171.758549411,12.4626629051,-12.8381254909,6.86732805992,-13.6390724694,12.3501527308,-14.2320355927,13.262000483,-14.2163796325,15.9090737124,-14.2916828395,9.90627121771,171.226221381,13.1433827537,-13.3689005841,9.56794036542,-14.1885031624,12.2507260293,-16.105195004,15.4181400832,-14.0282054267,14.8677406535,-14.6003972143,8.28275291891
"42",0.176470588235,0.176470588235,0.235294117647,0.176470588235,0.647058823529,0.117647058824,0,0.117647058824,0.117647058824,151.308284581,12.0643603978,-8.7601136246,12.0047283119,-10.5100989489,12.3727072061,-13.1188415417,8.61330269603,-15.625923774,13.2384377604,-10.0005825816,10.1712709667,155.83272786,10.2232823657,-11.2762390434,6.63936617138,-12.699182693,8.90259312004,-13.5632630496,6.56100441775,-13.8418273359,10.1062210381,-14.64955982,5.23056849332,150.496370822,10.3172890488,-10.8888498611,9.77609723551,-11.1008503374,11.6306386732,-12.7421771722,11.1586436245,-12.9621513062,13.4065295862,-9.58276481152,9.85597022257,153.187500998,9.85658421028,-10.0338048173,11.9750216384,-12.0583722116,11.9277746561,-14.5164199455,8.13202323062,-15.5937170426,13.1194854506,-14.0731930346,7.06708545131,152.672508877,11.9877585032,-8.4981757819,12.8154293761,-11.6780687117,9.88716005125,-16.3089919043,6.43751223883,-16.1563342941,12.200701145,-13.7747123196,7.10019716818,149.721239484,10.4084346804,-10.1434055508,9.81573975819,-13.4238253725,8.98663353348,-14.8289372436,9.81672271273,-14.8791811192,11.0101281757,-11.4912186408,8.52944803029,156.064353758,11.4707510869,-11.9368837883,9.75807235953,-12.0722525713,12.3492334036,-13.4511160898,10.0892463437,-16.9475131908,11.1570910225,-14.3012511769,8.50827836477,155.780119624,12.3769644991,-11.0029281037,10.6200396103,-10.2771416234,11.3980740631,-18.282548248,6.89702057779,-18.4750904663,8.13629021168,-16.0353481522,6.76302818418,144.354324091,10.0900130843,-7.82701677621,12.9728161125,-8.08540094862,11.5334888437,-11.9375746168,7.20736133606,-16.6977305687,7.84127244967,-12.0333955822,7.31292569499,159.81939962,13.0272589669,-12.1074122476,10.3727502228,-12.335453537,12.6368416196,-15.3433797971,11.2437532846,-16.3271136146,10.873196732,-15.9921071334,6.36900840595,155.115839869,12.0768246846,-11.7277584181,9.80896467825,-12.5714448267,12.2643932402,-12.3439625648,13.0070924398,-13.3752886235,13.1207404182,-10.6414841394,9.08732574923,146.896213456,9.75981608753,-10.1490965296,10.3725842468,-12.967238381,9.74312849301,-11.3771659864,11.0613755665,-13.8402786578,11.0053897055,-11.8705840363,6.57231436257
"45",0.0588235294118,0.235294117647,0.176470588235,0.411764705882,0.529411764706,0.0588235294118,0.0588235294118,0.0588235294118,0.529411764706,140.063869329,26.5835074465,-8.68588966958,0.387266376046,-1.4641497613,1.5606594111,-12.9838228411,6.01979794429,-14.6324354138,-2.2487211282,-3.88147759543,5.02749602604,133.984613247,21.8503589263,-3.56405407403,-3.72221959261,-5.92956549658,7.54814488753,-12.7658195701,4.77876606187,-12.2477555916,2.53812011137,-13.2481068645,1.71321685274,146.158183539,23.1082439804,-9.95269617721,-0.437347161976,-6.20924276849,10.6078969186,-12.9489028023,6.37096870153,-8.50724064462,3.31213010043,-18.0819955371,1.10046649246,152.128116112,20.4380690971,-14.7371427763,0.934251685448,-6.49659918596,7.52889263568,-16.9123953685,4.04592551802,-16.1090495518,8.95644785701,-14.7773549288,5.0035783059,138.363962136,22.9266315692,-3.99083467041,-0.811045140116,-4.46143912694,8.97165621376,-13.0232256858,4.37471210359,-11.2137938975,4.79339741255,-14.088303997,1.7433216065,146.307326448,21.0002160632,-9.06004428035,-0.90336612832,-9.63452694321,9.97290992029,-14.4749513792,6.5295050106,-13.1937494447,2.78474400604,-17.5373501004,-0.13423533851,150.241331653,18.636296218,-15.9522597897,2.67812722692,-7.90531524969,8.99810007392,-12.8531534747,3.94017290005,-14.7375707834,7.76015108001,-14.0819434975,2.17890627057,139.913717731,23.8646391345,-6.89038620777,-3.63093374451,-5.57764746008,9.67629161958,-11.7257078871,5.2106000703,-10.9438543955,2.25257286027,-13.6238546857,-0.196279916075,143.575125958,26.7521895561,-12.7059919826,1.99109603001,-4.38297273911,0.467143677733,-11.5726559845,4.71113241293,-15.807527782,-3.25408619056,-4.81689163308,-0.524388232056,143.00628233,19.6886919355,-11.9439822812,5.56231559769,-7.80583152886,-2.32504749664,-11.0929939881,3.96463297213,-15.9382486501,6.84656748046,-11.9083298475,-2.66907363429,156.628702842,18.6423796696,-14.7500834111,2.97281784618,-9.91939707053,5.55502318113,-17.2387710636,8.30888093843,-16.3767642756,7.68896485535,-15.4681502859,6.29166108866,160.10712355,17.7189521947,-18.1807856499,2.78782996761,-9.5895718806,8.61781820014,-18.17160852,7.03847880864,-19.8970731303,3.90497971608,-14.3512948066,13.0798993308
"56",0.166666666667,0.166666666667,0.333333333333,0.277777777778,0.722222222222,0.0555555555556,0.111111111111,0,0.166666666667,138.799258509,20.5907391322,-4.83678831243,11.2201760513,-12.0314736341,-2.30273317238,-12.6525334892,-4.502334313,-17.1810449536,0.289064680883,-6.41618198011,5.37108170294,152.856319518,15.6084607841,-8.47907662544,16.2344948519,-13.7217581183,3.55908671273,-14.7368644791,3.78013668089,-11.7012227974,10.1456125086,-10.6517347719,8.80653554003,151.488236992,14.3765143402,-8.4704541611,18.3008906744,-12.4945328395,2.86090288447,-14.7974392121,2.79350955294,-15.5104085136,6.27891135915,-12.4079199824,8.11990145417,149.716175923,14.113685856,-8.87485896985,18.5056733302,-11.1395917511,4.75852905647,-13.2121451576,2.4757624174,-12.9122068685,7.59145582416,-12.0003797475,4.40274829993,152.546154166,14.8848469325,-9.36565105465,15.8681430957,-14.3891387703,2.5163568903,-16.2836107928,0.222195564946,-15.7355569507,7.41357528167,-13.667278733,7.01143540775,148.902848387,14.85233659,-9.82784741872,17.5367583889,-13.6028344749,3.86963291217,-10.6849955618,1.96373343214,-15.057597441,3.38191432812,-14.4039138629,4.66254963632,151.901586779,14.2193857209,-8.62030860239,18.3349506218,-13.9296104452,5.90181668575,-11.1217779707,5.20235977409,-15.3276025728,5.09812464281,-14.0308400108,6.36927695146,148.929661681,12.5914585951,-9.62262580456,20.0759299717,-10.0923120957,8.11490717042,-9.31993011416,4.37604458854,-14.8289648313,7.02070681084,-11.78551592,7.32366875252,141.819599708,20.4641765144,-5.37852845235,9.39503039351,-16.3833315094,-1.65652063898,-16.1429550281,-1.76903533638,-15.5909827921,-1.45104384319,-10.6177778875,-0.440334379713,152.962776504,14.4603203225,-9.41561966001,18.4955653704,-12.7514313518,4.38353663966,-13.8940693506,4.66026439438,-13.3690866759,9.16370427041,-8.7848233678,10.0720531928,152.45859065,15.1391166838,-8.60663794432,18.7472870721,-10.8568973,4.34996682245,-16.3659011744,2.36611933424,-14.0765631192,5.00674575996,-14.8297759052,5.0797788738,151.536764444,14.6700384297,-9.47672772613,17.1122228873,-11.8276624828,4.07842131722,-13.8308070969,3.1990491428,-14.6770991802,4.43395131011,-16.1610385533,5.04190820277
"61",0.166666666667,0.166666666667,0,0.166666666667,0.166666666667,0.0555555555556,0.555555555556,0.333333333333,0.111111111111,151.184829085,14.4452445971,-7.90373734962,15.0385546865,-15.3203409427,5.09084975388,-15.0647421153,5.71528232138,-15.258924636,5.59940781633,-14.3274717866,1.80008839768,148.67533278,14.1448103383,-7.278988726,16.5657318259,-13.9674924375,4.44745675952,-13.5480341609,4.61501054339,-14.9551736163,3.72327636902,-14.0609533012,3.79237639678,150.214441875,13.2170071207,-7.77483626821,15.0285922125,-15.7344232054,5.09419230442,-17.2984754657,4.40321340048,-16.498727402,6.10266224204,-12.1184842524,4.44848827455,151.251140782,14.7708219208,-7.72949578878,15.8301729792,-16.8031136635,4.46166133102,-14.8640761815,3.31582029371,-16.4167578521,2.83148708189,-14.1624242836,2.10335491081,148.051828939,14.019307831,-7.47823527579,15.8512170901,-15.8855319213,4.80137838994,-13.6607612531,3.71470551512,-15.8480512383,3.85413165863,-12.2197817367,1.93314251703,139.838698136,14.137724429,-5.72796944739,16.3191555065,-12.3777706506,4.30392728466,-10.0830960884,2.2789446254,-13.5566162301,2.53307698248,-13.2589808161,-0.379345399774,151.812909029,13.721477181,-7.22062983314,17.235662386,-15.5186022025,5.9808066088,-14.4288536705,5.29331808712,-15.3562610912,4.84764402481,-13.9720155432,1.74023400361,150.211174758,12.487386596,-5.1234148123,16.3950927758,-14.9630633562,5.48015310458,-15.4427080944,5.95937374191,-18.3340042992,5.40479607564,-14.6467806319,4.58489635835,149.67093298,13.1951784054,-7.93545092255,16.3088673117,-15.1691291016,5.19962477026,-14.520904686,3.55130215735,-16.0185582605,4.63972228976,-13.3090618373,4.32622824262,151.536651296,13.9626645008,-7.5468213664,16.1869777846,-16.7021486367,6.19902444454,-14.8449217017,3.98885365283,-16.3567608543,1.99929361892,-14.2044563957,3.36378783951,150.196962501,13.1644423252,-7.38539519271,15.5635714112,-16.4927771262,6.19729280334,-15.0042422264,4.505574138,-16.6946125964,3.51954773159,-13.5533496693,3.12200803489,141.060242537,14.7695947052,-5.6416404929,15.7179398056,-12.815356046,3.75381714138,-10.8569440954,2.12640959112,-14.9515727234,2.04646896509,-12.6137885178,0.519025894787
"63",0.0588235294118,0.294117647059,0.235294117647,0.411764705882,0.470588235294,0,0,0.176470588235,0.294117647059,130.347601827,27.7267824349,-6.33009900099,0.504559368519,-7.10250803516,8.28325288186,-9.34761217047,-2.33161741751,-5.28842372362,-6.97744713537,-4.275739122,-6.03222656398,133.273860017,28.7380830341,-10.7666293927,-1.49741607254,-6.95656658501,6.86078025998,-9.55011273523,-0.319340412681,-3.16919474811,-4.84982206753,-1.67977753791,-9.69209671304,136.597298731,29.5619413602,-13.7132346115,-0.197304958835,-4.49076887101,4.65425204455,-11.4930130189,1.42569597215,-2.98503662218,-8.15917260243,-0.979917802964,-4.90927137233,126.951257856,24.8998159776,-0.987567824401,-2.70252362479,-8.448383185,10.474066391,-9.88266283199,-2.66369956296,-4.96971695347,1.87158086003,-3.64867312627,-2.17339252727,115.274468,17.5618097834,7.14769686463,3.5479242536,-10.1342260191,7.25190688965,-3.9643581888,0.467454807398,-3.77193814214,-0.516482323147,-0.209409885484,0.711551326569,131.138116923,27.6258687924,-8.21580763644,0.875951546037,-12.0623535572,-1.6405659612,-11.9357207905,-5.94093660733,-3.2489475054,-0.347462553153,6.42356548877,-4.3688808075,144.35808114,26.9492526856,-16.4838427181,6.31094721502,-15.8312076153,3.48787697801,-11.017395993,-3.24875356995,-1.31050696597,0.055772870398,1.31006124699,-8.54405757217,132.440874485,26.3182047517,-9.85578002656,5.30474447058,-8.60334009555,2.94968869077,-10.1939469674,-3.18128319011,-2.06573591355,-4.19978222451,-4.4388907592,-12.8759323783,119.797077413,21.2611461501,1.16702374097,-2.96031794096,-6.69882108543,8.50700836837,-4.82472465556,-5.43112994195,1.34995671169,-1.61365891492,-1.79852476072,-6.05600685829,135.401745096,28.7669841941,-10.533437707,0.957910197188,-4.09502017867,4.51944061389,-10.8594948832,0.0375217114504,-7.51423826258,-9.8166222011,-4.43101393808,-7.07932892164,141.495086024,29.2859285831,-16.0626083885,4.41890910604,-4.49493011857,1.61468533074,-8.25277991284,0.357592073841,-7.45355165605,-5.0947570711,-4.69727266504,-8.34996098529,134.513975698,29.1145076989,-11.355664024,1.07169407825,-4.39891367915,6.32670776323,-7.05632796116,2.16773665291,-5.04304600599,-8.83622416647,-0.142983074118,-7.57658262187
"66",0.117647058824,0.235294117647,0,0.176470588235,0.0588235294118,0.176470588235,0.235294117647,0.470588235294,0.0588235294118,145.909427988,30.7840190935,-18.9159171424,2.42175559733,-3.02291255872,1.19803932575,-8.91903481464,-2.39807106855,-8.0943488361,-1.61043417089,-7.65399701081,-4.92297243929,145.170005657,30.4115222465,-17.007833796,0.877334544465,-4.33574546084,0.199648424813,-7.4350954016,-0.701961900004,-8.25095653915,0.847367883515,-8.29532870959,-3.37297466231,142.968433318,29.9961325792,-14.230422151,-0.115588091789,-5.5370446258,1.83491670791,-7.60872047571,-1.49130007891,-8.9100994259,2.01819574852,-5.1792564835,0.929224433022,140.93054766,29.5882585235,-14.1300038692,-3.94536097536,-4.37240317185,2.03699674486,-6.60633774276,4.18158038599,-9.32366164839,2.43174722623,-4.33804341619,-3.54046654718,133.331188389,27.1161475466,-6.11748161371,-4.15924063838,-0.520118376249,5.36485360541,-10.3140491785,2.6989097991,-12.0161355268,0.404087055572,-6.10549240405,-1.49312611441,145.909427988,30.7840190935,-18.9159171424,2.42175559733,-3.02291255872,1.19803932575,-8.91903481464,-2.39807106855,-8.0943488361,-1.61043417089,-7.65399701081,-4.92297243929,145.170005657,30.4115222465,-17.007833796,0.877334544465,-4.33574546084,0.199648424813,-7.4350954016,-0.701961900004,-8.25095653915,0.847367883515,-8.29532870959,-3.37297466231,142.968433318,29.9961325792,-14.230422151,-0.115588091789,-5.5370446258,1.83491670791,-7.60872047571,-1.49130007891,-8.9100994259,2.01819574852,-5.1792564835,0.929224433022,140.93054766,29.5882585235,-14.1300038692,-3.94536097536,-4.37240317185,2.03699674486,-6.60633774276,4.18158038599,-9.32366164839,2.43174722623,-4.33804341619,-3.54046654718,133.331188389,27.1161475466,-6.11748161371,-4.15924063838,-0.520118376249,5.36485360541,-10.3140491785,2.6989097991,-12.0161355268,0.404087055572,-6.10549240405,-1.49312611441,145.909427988,30.7840190935,-18.9159171424,2.42175559733,-3.02291255872,1.19803932575,-8.91903481464,-2.39807106855,-8.0943488361,-1.61043417089,-7.65399701081,-4.92297243929,145.170005657,30.4115222465,-17.007833796,0.877334544465,-4.33574546084,0.199648424813,-7.4350954016,-0.701961900004,-8.25095653915,0.847367883515,-8.29532870959,-3.37297466231
"79",0.176470588235,0.117647058824,0.0588235294118,0.294117647059,0.235294117647,0.176470588235,0.588235294118,0.176470588235,0.117647058824,136.087223788,21.8127038936,1.2997046116,9.44400482306,-8.49402803695,5.8974839329,-12.3925627753,3.35306870335,-12.9756569912,-1.8466197451,-11.4940624985,-1.38596540979,137.319147123,21.7306332032,-2.79190673213,8.78435807777,-7.928043249,3.50255304386,-13.5023811363,3.43252650814,-10.5127426024,-0.472618017096,-8.14766157916,-0.341162175455,141.140420235,22.0337569233,-1.45785150113,6.97130182327,-10.9802141451,1.09920176774,-16.9715943762,4.97286121146,-11.8330316472,-0.199419122082,-9.38269932453,3.87573003143,139.396825848,20.6591549795,-0.235607254949,8.3969196641,-11.2456190698,4.04928945717,-12.7212947072,7.22437949028,-11.6779636016,-0.562591863143,-11.2447678501,0.552375316808,142.099874757,20.1420017828,-1.22817386516,7.95411270933,-11.2682320848,3.91293388323,-15.4596656662,4.99818513113,-12.8921353576,1.13475256359,-13.3940368202,1.63845641573,140.504663225,21.6659216846,-1.11825845465,9.09850684504,-11.6196300471,4.29526222552,-12.2976153645,6.88273141321,-9.51439041246,-1.47354024655,-11.6038475768,1.31323409842,141.248937797,20.8489494881,-0.688718425728,10.1812742248,-12.9735657987,5.09832040571,-13.3347959169,3.09404316445,-11.1190567235,-2.044167575,-12.9617961805,1.90720359953,135.521716544,20.7224423091,-2.39294148004,9.62370759691,-8.45225064984,3.19396750786,-12.5931865054,3.72823672422,-10.5888915913,-1.15577676519,-10.7908398561,-3.6011631158,144.167571702,20.9289912353,-4.75191109915,9.89102466126,-10.3461739922,3.76019265769,-14.4307593224,3.59768498723,-12.7147740289,0.601758303576,-10.4431709285,0.477093962029,144.989808304,20.8437665897,-5.87392668805,10.1098917006,-9.21075270521,4.98013591599,-16.7394656102,3.15670976378,-12.087653483,-0.477637423015,-11.7718815917,0.945215826587,142.507034448,20.7360029834,-5.43693813073,9.41703505569,-7.75184190275,4.65854546022,-13.6321104838,4.7960149837,-11.3639358039,-0.011713386609,-12.1998798306,0.89504438881,144.638938298,20.3140371863,-5.89404688586,9.53500375576,-9.33828866074,2.93369758286,-16.9134528317,2.69322644257,-12.3634861305,1.3997348758,-13.3940534984,0.974098286508
"83",0.176470588235,0.117647058824,0.235294117647,0.529411764706,0.176470588235,0.0588235294118,0.411764705882,0.176470588235,0.411764705882,128.539179207,11.8742202457,-18.2581659862,-4.29689246965,-17.402489057,-9.05445481166,-17.6608152107,-8.12863716603,-21.9291516448,-0.155318250016,0.772109591056,14.944945987,127.026035383,13.1909238024,-11.1126395708,2.83692978298,-9.23423318197,-2.3205079554,-17.2355812801,-7.55921438361,-18.2942388154,0.791136126144,-1.05020322437,16.0667501086,148.557342691,9.18958895875,-10.4751610473,13.4938915793,-16.0520068834,13.8431924704,-22.9899937603,13.6813739767,-4.99547118971,-0.0152205669374,-12.1558072098,5.45916794589,144.25103583,12.0252156552,-11.2388382085,12.2354679999,-9.34932987458,11.8995009624,-19.0639126747,11.3781212715,-3.04105500431,-3.29179041117,-14.8835235708,8.90502044459,150.4736619,13.8585775214,-15.0305930587,7.70420303848,-13.0018309637,13.8915571149,-20.6396170656,8.91385609624,-12.0919012577,-10.7280180914,-14.1355646763,7.89055943538,138.579028938,15.7262015962,-10.7238863149,10.995225562,-9.73746516597,0.566954169393,-13.2051371219,9.08234744095,-1.57918251645,-3.86936754848,-14.0586031742,5.44946415683,148.356517572,15.3411838325,-14.9577734855,8.49442887006,-7.71497145339,10.7605841143,-21.2249961139,7.66919761489,-8.87237737712,-11.148419396,-14.8248841756,8.41223687192,138.225589434,16.0270941024,-9.28585844375,8.94924047935,-9.76811635487,2.84050136939,-13.0967812065,7.16400247575,-5.58332895766,-1.65185853592,-14.4040480422,3.81554984063,147.841308926,6.14540000387,-6.6697776725,19.1532670503,-18.0828441268,16.1625056595,-22.1545809243,8.58946272253,-11.1996364853,2.78004272624,-12.1839427015,3.18297437107,149.015722425,15.3130449204,-13.5072750041,9.03253091223,-7.89149964134,10.5475662792,-19.8080714283,3.93554787698,-10.3552922856,-6.2160791472,-16.7639705837,6.924469188,151.293710598,10.715631539,-12.0395701401,12.0971854075,-13.8174363149,14.2815562076,-22.53673395,6.96809249603,-12.7160439618,-3.88275072912,-12.0103067621,8.94764467815,148.230207703,16.2760240002,-14.9128482405,8.2640775879,-8.85464326881,9.49858585381,-19.9938094103,2.0448417588,-11.4107042857,-9.54217972645,-17.6050258596,5.12339945258
"88",0.235294117647,0.0588235294118,0.117647058824,0.176470588235,0,0.235294117647,0.470588235294,0.470588235294,0.176470588235,140.444909034,29.7090638591,-18.4521166781,3.44180839,-1.99292801887,-0.542170564116,-6.99464611049,-4.13483096899,-5.49057168453,-4.91143066419,-8.18603268649,-5.63454718052,141.425396427,30.1823714769,-20.0330326591,6.46559627743,-0.896525114747,-0.8456362693,-2.30487945368,-4.81450850857,-5.07990256246,-1.63384003067,-5.96964594933,-4.62655321888,140.857877935,28.4184391627,-18.7323928698,8.32588407822,-4.89769783139,-1.12793273223,-7.52336263838,-9.21847011126,-5.42508804023,-8.01521408958,-2.29175343524,-3.4140291654,148.17981498,23.0528378312,-12.624860491,4.09819176686,-4.70049715393,2.77226809043,-10.7170317902,0.949113005774,-11.5128997086,0.158540911069,-15.2151155734,5.07061183073,140.822722286,31.2530950283,-18.6871045321,6.17964963409,-0.409043735337,-1.97916821254,-2.55330550186,-3.88489503476,-5.27654292014,-4.09891274807,-5.21939406469,-5.26804869561,143.046073511,28.2583927878,-20.1548410234,9.52181910302,-8.62948100035,-2.55407519124,-6.17615889193,-8.54187357056,-4.8026473717,-5.58604545172,-2.18542691773,-4.44269428528,148.403511894,30.238544321,-22.4894329237,10.8790793429,-9.86011744358,-2.28460605904,-6.57430101613,-8.56720082178,0.593213495111,-4.32146230435,2.97269473115,-5.351508478,141.54567007,29.9108992274,-20.3652922145,5.85772420779,-3.16791173991,-0.905949866171,-5.83323983284,-7.34033297554,-3.98110377459,-7.57108082201,-5.71391303991,-5.87610256843,143.781898852,30.7244810057,-20.8730756909,7.10938164599,-2.71424654974,-1.10117703137,-2.32465064617,-5.28210699905,-2.46332185359,-3.96587111138,-6.80721336528,-3.6579073632,140.82565147,28.5878348836,-21.8606468552,5.92501401318,-1.78911181215,-1.19424255946,-4.11631917343,-7.06154083151,-5.7037170279,-5.36473268675,-8.70074572698,-4.61728819894,131.572409984,28.1331459718,-13.3742104159,-0.0368598123351,0.784506077909,-0.433326578427,-7.15667916269,-1.12356676878,-7.60870347854,-2.23823561359,-8.066141109,-5.32898256929,139.758523776,30.1665621029,-17.4302733912,3.32869760784,0.55749834258,-0.274633754357,-4.19233180601,-4.24866014498,-5.98382751013,-3.8235442632,-7.90337287303,-2.60125616042
"111",0.24,0.06,0.02,0.1,0.1,0.38,0.7,0.14,0.08,170.121842854,9.56311352188,-21.514200286,15.9217463382,-14.0175343075,16.4432227601,-12.2525948774,12.8636829225,-16.4536213648,14.7693062151,-12.0764643839,8.36362582674,171.562557373,10.4957478913,-17.7191280956,12.7468390388,-13.2650925215,13.3438407791,-12.9572449241,17.3534302349,-18.8243526593,17.5727348571,-14.642172915,6.8341715442,170.92320232,10.548225612,-17.1562085295,12.4807672667,-14.9822764705,14.4714780144,-13.4359634753,16.9037654441,-18.8192448501,16.5660084655,-14.477344229,7.54115134251,170.833129731,10.890267556,-16.907202892,14.0275613457,-12.9496085612,14.3424139163,-15.0463451867,16.6318019817,-18.3611103354,16.7337634456,-14.8323399796,7.30476436944,170.183527272,10.9931366523,-19.8186806653,13.4423609859,-13.5007217407,13.7459452081,-11.1230597072,16.1485117654,-19.632137055,15.8675572808,-14.2347001085,7.01447439904,169.738725744,9.02287096635,-18.0089012559,14.9265338499,-13.9607409491,16.4994212472,-13.291123914,18.5834565983,-14.7502552581,15.0403977353,-16.1712411629,7.22305263537,171.055785646,10.1356160028,-16.2367042779,12.4246692525,-13.0540679089,11.2946775526,-14.6952153291,17.1433989206,-16.6518833566,18.1166514738,-14.3841446402,6.8612533963,170.284143987,9.93156887276,-18.3544096775,11.9770613508,-12.8528284739,17.3177239215,-11.8214696609,16.376119956,-19.7527562594,17.5649053072,-14.1922626077,6.85953670702,171.439258168,10.1734395621,-19.8784396746,11.9457021531,-12.7709354313,15.9551816412,-10.9883376108,15.9442152022,-18.6952309546,16.4476781272,-12.692176528,7.17997591143,163.914483138,8.2341629513,-15.3893345689,11.5796234626,-11.2348496033,12.5217046265,-10.3327060188,14.0623568813,-17.3011367222,14.8338239136,-12.5213684952,8.35773628208,172.290512513,7.4176454681,-13.4674487434,12.868821073,-8.69476794351,13.2287089351,-9.44043325178,11.2206672915,-15.4282195782,10.2566254964,-9.71333772587,9.65967630912,173.329012761,8.28472580175,-16.3124192346,17.1559346313,-15.3975836769,14.9428364533,-15.3741972356,18.3294294048,-20.3338874338,16.1107665816,-14.3982553453,10.3120655006
"114",0.0576923076923,0.269230769231,0.0384615384615,0.288461538462,0.173076923077,0.365384615385,0.0961538461538,0.269230769231,0.192307692308,171.016829258,1.82248783515,-11.0659715481,19.460536897,-12.3093618492,19.4755905102,-13.9091506389,18.6788098604,-17.0982110769,17.7821182841,-10.4829884499,15.8019863406,171.814980939,2.63611588766,-13.2912415955,18.0259116722,-11.5241361067,18.8904849189,-16.9320756598,20.2366125771,-15.4018193576,17.8989156703,-14.0320446795,16.3418180636,172.687070563,2.2017212746,-11.9662559736,16.7808092666,-10.8042188975,17.0044293385,-15.4596688899,18.3406550667,-14.9148109655,16.6721731353,-12.3395521395,16.2369413122,173.52984642,5.50580222164,-11.1721171887,15.5531170696,-16.9490263238,16.8470242243,-18.9196587441,20.9474644293,-15.3479704899,16.8931431667,-17.2474202938,14.5220810236,175.487202502,4.6105000617,-10.6793606582,11.5840814536,-14.1783765913,18.0043873489,-17.2804040647,15.8948425645,-14.8695239739,15.7293403779,-12.9255299425,14.1435402404,175.23204829,6.10868368736,-13.2478116349,13.5956958925,-16.9955831859,16.3435484797,-17.4970908136,17.0442889626,-17.3495277709,13.6970779428,-14.5064414638,20.0480367839,172.805391877,4.90733939337,-10.0574407051,11.0695419825,-15.5755968126,11.798552826,-16.2583792208,19.1177924476,-7.38517527413,18.5406404584,-14.2444249058,12.1022184988,171.157807421,4.38850423228,-9.04055445435,19.1205404744,-11.2316362462,16.3200065637,-13.9494825342,14.174894466,-16.7475291071,13.9144988517,-13.3406920848,12.7347314587,174.262370373,7.10418095288,-12.9813778372,17.2211830371,-16.0870769767,16.551884442,-18.2021904201,20.7204262485,-13.9250905067,16.8417486743,-15.9148256135,13.9016479667,170.853285409,3.49400486016,-6.65191860269,16.8493462566,-9.31839419155,18.0453319047,-13.1857465965,14.5755113791,-15.6157586649,14.2296480048,-14.3642796442,12.9592454474,174.936094672,6.15251650202,-11.8813545082,15.023571465,-12.1432642253,13.1276424842,-15.2991979669,16.7386804223,-12.1911534883,13.4051290437,-13.6644412461,9.23519191906,172.17166043,4.77733905139,-9.70333617256,18.2335409583,-12.7123509116,18.9900068582,-14.0870425504,16.7842169192,-15.7622550025,16.7643632755,-16.9390211424,11.7158506789
